componente_1,componente_2,classe,ambiente
-29.564105987549,-20.550710678101,2,Saguão principal
32.163204193115,37.863121032715,0,Corredor
-15.400884628296,8.799941062927,1,Laboratório
-10.097101211548,-14.177629470825,3,Ginásio
-19.968513488770,2.991425275803,3,Ginásio
17.328662872314,-13.271272659302,3,Ginásio
7.067502498627,-19.573497772217,3,Ginásio
30.929069519043,-7.165824413300,1,Laboratório
22.184545516968,17.600357055664,3,Ginásio
-12.437480926514,40.005283355713,2,Saguão principal
3.098835229874,-17.914169311523,0,Corredor
-1.494261741638,5.662508964539,0,Corredor
-1.997456789017,-40.099784851074,0,Corredor
-17.105945587158,-10.953503608704,3,Ginásio
45.356971740723,-37.626781463623,0,Corredor
-9.655061721802,32.910690307617,2,Saguão principal
21.865856170654,-12.964385032654,3,Ginásio
-29.811393737793,-18.337684631348,0,Corredor
3.207020282745,-39.257225036621,2,Saguão principal
-29.468559265137,-20.555393218994,2,Saguão principal
-16.370700836182,-2.023731708527,1,Laboratório
